Doublet Creation,Neighbour search,CA,Extract Possible Tracks,Remove Short,Remove Ghost and Clones,Full Time,Total Hits in Event,Maximum number of Hits in a Sensor
0.23384600000008504,5.811900000000151,0.25620600000002014,0.5694270000003598,0.00039199999991978984,0.03632800000013958,6.908300000000054,1264,35
0.2347540000000663,5.832925000000159,0.25740600000017366,0.5704470000000583,0.00044000000025334884,0.03648299999986193,6.932657999999719,1264,35
0.24117799999976341,5.797627999999804,0.2647500000002765,0.5738160000000789,0.00041499999997540726,0.036445000000185246,6.914437000000362,1264,35
0.2335320000001957,5.802901999999904,0.2580880000000434,0.5697570000002088,0.0003839999999399879,0.03629200000023047,6.901130999999623,1264,35
2.0207130000003417,137.24365899999975,2.301864999999907,2.8814440000001014,0.0034049999999297142,0.8525999999997111,145.30393300000014,3902,94
2.024057999999968,138.903726,2.334114000000227,2.819970000000012,0.00358200000027864,0.8519470000001093,146.9381699999999,3902,94
2.0176040000001194,137.71757800000023,2.3332869999999275,2.8199349999999868,0.003537999999934982,0.8523860000000241,145.74510400000008,3902,94
2.062452000000121,137.9253130000002,2.3613040000000183,2.9140030000003208,0.004426999999850523,0.970625000000382,146.23889699999972,3902,94
1.989853999999923,138.09853500000008,2.3268419999999423,2.8245050000000447,0.0034500000001571607,0.853345999999874,146.09732900000017,3902,94
2.571555999999873,210.9028360000002,3.509149000000434,4.306598000000122,0.0060430000003179885,1.3907410000001619,222.68781499999977,4214,113
2.5777500000003783,211.5629710000003,3.4370669999998427,3.97936000000027,0.00468899999941641,1.193478000000141,222.75617299999976,4214,113
2.4417300000004616,211.38343600000007,3.451672000000144,4.039289000000281,0.004877999999735039,1.1922939999994924,222.514134,4214,113
2.556448000000273,211.33049000000028,3.4377450000001772,4.140838999999687,0.004900999999335909,1.19227200000023,222.66354799999954,4214,113
2.3792059999996127,210.91823700000077,3.4438420000005863,4.089455000000271,0.004853999999795633,1.1941890000007334,222.0306329999994,4214,113
0.6254279999993742,36.797811000000365,0.9965959999999541,1.190721000000849,0.0011999999996987754,0.16703599999982544,39.78013899999951,2263,69
0.696961999999985,36.93868500000008,0.9769620000006398,1.136637999999948,0.0012579999993249658,0.16748399999960384,39.91841300000033,2263,69
0.7398380000004181,36.39056099999925,0.9692439999998896,1.126867000000857,0.0011850000000777072,0.16692799999964336,39.395039,2263,69
0.7618819999997868,36.68841400000019,0.9645999999993364,1.1417499999997744,0.0011960000001636217,0.16700200000013865,39.725257999999485,2263,69
0.7599329999993643,36.53484899999967,0.9691050000001269,1.1911580000005415,0.001224999999976717,0.16724799999974493,39.62393200000042,2263,69
0.443398000000343,15.531630999999834,0.6732030000002851,1.1673920000002909,0.0007300000006580376,0.09083499999997002,17.90777800000069,1871,50
0.5003550000001269,15.401686999999583,0.6665899999998146,1.1676760000000286,0.0007409999998344574,0.09065499999996973,17.82801400000062,1871,50
0.4692960000002131,15.438591000000088,0.6666329999998197,1.2104010000002745,0.000757000000703556,0.09074099999997998,17.876734000000397,1871,50
0.47888400000010733,15.608086000000185,0.6699680000001536,1.1649820000002364,0.0007409999998344574,0.09073400000033871,18.01371200000085,1871,50
0.481075000000601,15.374784000000545,0.6716249999999491,1.168612999999823,0.0007400000004054164,0.0911710000000312,17.788348000000042,1871,50
0.1381810000002588,2.9851070000004256,0.15743099999963306,0.38227399999959744,0.00025099999947997276,0.019483000000036554,3.683256999999685,988,33
0.1417040000005727,3.0093520000000353,0.15700999999990017,0.34661700000015117,0.00023099999998521525,0.019470999999612104,3.6745010000004186,988,33
0.14024900000003981,3.0334899999998015,0.15672899999935908,0.34576599999945756,0.0002389999999650172,0.019522999999935564,3.6961199999996097,988,33
0.13802599999962695,2.988072999999531,0.15515899999991234,0.3468880000000354,0.00043900000036956044,0.051137999999809836,3.6798659999994925,988,33
0.14188800000010815,2.993032000000312,0.15531800000007934,0.34689500000058615,0.00023700000019744039,0.019516000000294298,3.657010999999329,988,33
0.8690739999992729,43.73754699999972,1.1654859999998735,1.4989610000002358,0.0013450000005832408,0.22368600000027072,47.496305000000575,2478,68
0.8559019999993325,43.76991200000066,1.1782520000006116,1.4362700000001496,0.0014019999998708954,0.23796000000038475,47.48014400000011,2478,68
0.8799349999999322,43.79399300000023,1.2125530000002982,1.4894860000003973,0.001404999999977008,0.22436799999923096,47.60219199999938,2478,68
0.8657400000001871,43.89874499999951,1.179892999999538,1.432133999999678,0.0014119999996182742,0.22433799999998882,47.60271399999965,2478,68
0.8831990000007863,43.70434900000055,1.1784180000004199,1.489900999999918,0.001435000000128639,0.2238969999998517,47.481651999999485,2478,68
1.6975270000002638,103.14114699999936,2.0135620000000927,2.2271419999997306,0.0025960000002669403,0.5813790000001973,109.66387500000019,3538,85
1.65237900000011,103.19021900000007,2.024532999999792,2.223627999999735,0.0026530000004640897,0.5710719999997309,109.66517100000056,3538,85
1.7440720000004148,103.88192200000049,2.0290899999999965,2.2949509999998554,0.0026690000004236936,0.5712220000004891,110.52463999999964,3538,85
1.69681700000001,103.95424500000081,2.02814699999999,2.225734999999986,0.002658000000337779,0.570292000000336,110.47859999999946,3538,85
1.70987199999945,103.09068300000035,2.0231060000005527,2.2473689999997077,0.002668000000085158,0.5700320000005377,109.64443000000028,3538,85
0.6431599999996251,27.208200000000033,0.9778910000004544,1.4796940000005634,0.0010250000004816684,0.14512500000000728,30.456019999999626,2181,57
0.6961229999997158,26.950010999999904,0.9515629999996236,1.360674999999901,0.0010260000008202041,0.14513299999998708,30.10491599999932,2181,57
0.6692880000000514,27.13939400000072,0.9842920000000959,1.378642000000582,0.0010230000007140916,0.14522800000031566,30.318242000000282,2181,57
0.703005000000303,26.91748000000007,0.9488139999994019,1.3649539999996705,0.001029000000016822,0.14492799999970885,30.08058600000004,2181,57
0.6729919999997946,27.094929999999295,0.9493400000001202,1.4151889999993728,0.0011059999997087289,0.14697499999965657,30.280932000000575,2181,57
0.8045039999997243,33.56370400000014,1.0209079999995083,1.6950260000003254,0.0011669999994410318,0.17168000000037864,37.25742900000023,2409,64
0.7980090000000928,33.23281399999996,1.0211179999996602,1.698660000000018,0.0011629999999058782,0.17179499999929249,36.92399100000057,2409,64
0.8052699999998367,33.23798099999931,1.0234870000003866,1.6915639999997438,0.0011669999994410318,0.17162800000005518,36.93153500000062,2409,64
0.8046599999997852,33.42876399999932,1.0360529999998107,1.694644999999582,0.0011530000001584995,0.17147399999976187,37.13718700000027,2409,64
0.8039070000004358,33.363720000000285,1.0228959999994913,1.7073710000004212,0.0011699999995471444,0.17228999999952066,37.07179599999927,2409,64
1.9728860000004715,134.97369799999979,2.225695000000087,2.6598149999999805,0.0031940000008034986,0.7654430000002321,142.60122499999943,3870,99
2.0446920000003956,135.36936200000036,2.2435020000002623,2.665439999999762,0.00332799999978306,0.7652029999999286,143.0922730000002,3870,99
1.9784180000006018,135.6665520000006,2.246414000000186,2.670114999999896,0.0032559999999648426,0.7855589999999211,143.3511669999998,3870,99
1.9568540000000212,135.3701340000007,2.321410999999898,2.697773999999299,0.0033480000001873123,0.7655929999991713,143.11587700000018,3870,99
2.0736750000005486,136.32633600000008,2.242323999999826,2.7455479999998715,0.0033080000002883025,0.7654380000003584,144.15739699999995,3870,99
1.6659439999993992,109.73030200000085,1.9833230000003823,2.05670100000043,0.0027289999998174608,0.5807660000000396,116.02061700000013,3559,86
1.7344370000000708,109.2330690000008,1.9831119999998919,2.0665089999993143,0.0027179999997315463,0.5800850000005084,115.60063300000002,3559,86
1.7463360000001558,109.1201659999997,1.9970579999999245,2.074698000000353,0.0027200000004086178,0.5905619999994087,115.53228500000023,3559,86
1.6558810000005906,109.54330500000015,1.9926690000002054,2.1725720000004003,0.003058000000237371,0.5823810000001686,115.95056699999986,3559,86
1.6266070000001491,109.98808499999996,1.9830199999996694,2.1531129999993937,0.002735000000029686,0.5801240000000689,116.33439499999986,3559,86
0.14372000000003027,4.499031000000286,0.25747899999987567,0.9982970000000932,0.00038099999983387534,0.03873399999974936,5.938865999999507,1079,33
0.17618599999968865,4.574970000000576,0.2490959999995539,0.9999360000001616,0.00037400000019260915,0.03864699999940058,6.039354999999887,1079,33
0.17136699999991833,4.588446000000658,0.25483900000017456,1.0338009999995847,0.0003880000003846362,0.03873199999998178,6.0877449999998134,1079,33
0.17223399999966205,4.556884999999966,0.2456609999999273,1.0310420000005251,0.0003660000002128072,0.03865999999925407,6.044989999999416,1079,33
0.17465600000014092,4.566791999999623,0.2754720000002635,1.0300420000003214,0.0003930000002583256,0.038795000000391155,6.08629800000017,1079,33
0.36093000000073516,11.68596400000024,0.5728449999996883,0.8863689999998314,0.0005929999997533741,0.0755010000002585,13.582421999999497,1684,46
0.3618379999998069,11.695526000000427,0.5788210000000618,0.8880859999999302,0.0006350000003294554,0.07529499999964173,13.600454999999783,1684,46
0.3623999999999796,11.702915999999277,0.5792540000002191,0.8878800000002229,0.0006199999997988925,0.07531399999970745,13.608640999999807,1684,46
0.3631069999992178,11.651694000000134,0.5796249999993961,0.8826249999992797,0.0006119999998190906,0.07513999999991938,13.553055000000313,1684,46
0.36214399999971647,11.569946000000527,0.5791440000002694,0.8795020000006843,0.0006339999999909196,0.075289000000339,13.466912999999295,1684,46
0.34765299999980925,10.7354179999993,0.4284770000003846,0.9050999999999476,0.0006330000005618786,0.06696699999974953,12.484551999999894,1647,48
0.37750899999991816,10.721650999999838,0.42726500000026135,0.8637920000001031,0.0005959999998594867,0.0667379999995319,12.457820000000538,1647,48
0.3747830000002068,10.87864400000035,0.4265770000001794,0.8620929999997315,0.000586999999541149,0.06667400000060297,12.609615999999733,1647,48
0.3764950000004319,10.672359000000142,0.4260469999999259,0.8604089999998905,0.0006020000000717118,0.06683299999986048,12.403009000000566,1647,48
0.3757660000001124,10.689633999999387,0.42718500000046333,0.8584550000005038,0.0005820000005769543,0.06659600000057253,12.418462000000545,1647,48
0.6225940000003902,26.20234100000016,0.8938669999997728,1.3966090000003533,0.0009700000000520959,0.13461199999983364,29.251320999999734,2095,63
0.6472469999998793,26.162178999999924,0.8418459999993502,1.3950260000001435,0.0009909999998853891,0.1342400000003181,29.181900999999925,2095,63
0.6449649999995017,25.910009999999602,0.8389010000000781,1.393927000000076,0.0009860000000116997,0.13417799999933777,28.923335000000407,2095,63
0.639220000000023,26.090778000000682,0.8381500000004962,1.47515199999998,0.0009669999999459833,0.13433200000054057,29.178963999999723,2095,63
0.6307989999995698,26.084654999999657,0.8383369999992283,1.4428480000005948,0.0010000000002037268,0.1349000000009255,29.132908000000498,2095,63
1.5288710000004357,89.25459300000148,1.795839000000342,2.4061239999991813,0.0023330000003625173,0.506745000000592,95.49492999999893,3349,87
1.4896870000011404,89.0227049999994,1.82148799999959,2.376743999999235,0.0024830000002111774,0.5069429999985005,95.22071700000015,3349,87
1.6102040000005218,89.35752700000012,1.8345420000005106,2.3826939999999013,0.0024229999999079155,0.5129639999995561,95.7010279999995,3349,87
1.596784999999727,89.76864299999943,1.825025000000096,2.3596789999992325,0.002462000000377884,0.5088329999998678,96.06209500000114,3349,87
1.5601619999997638,89.38588499999969,1.820029999998951,2.369337000000087,0.002460000001519802,0.5128899999999703,95.651464999999,3349,87
0.7448980000008305,28.249440999999933,0.9003150000007736,1.1002430000007735,0.0011239999985264149,0.1619490000011865,31.15882000000056,2286,58
0.7829519999995682,28.31622299999981,0.9211540000014793,1.103752999999415,0.0011539999995875405,0.1617580000001908,31.287437000000864,2286,58
0.7453640000003361,28.431737000000794,0.8890510000001086,1.108263000000079,0.0011859999995067483,0.16223200000058569,31.33828100000028,2286,58
0.6978010000002541,28.21906300000046,0.897783000000345,1.163778000000093,0.0011279999998805579,0.1614900000004127,31.141485000000102,2286,58
0.7133839999987686,28.250323000000208,0.8907280000003084,1.1096180000004097,0.001180999999633059,0.16208499999993364,31.12775099999999,2286,58
0.08862600000065868,2.2105530000008002,0.13932699999895704,0.30765900000005786,0.00021799999922222923,0.01443199999994249,2.7615719999994326,852,28
0.11405399999966903,2.184187999999267,0.13348799999948824,0.30662200000006123,0.00025299999833805487,0.014477000000624685,2.7532069999997475,852,28
0.1137799999996787,2.1685770000003686,0.12834799999836832,0.30896500000017113,0.000240999999732594,0.01445400000011432,2.7345010000008187,852,28
0.13288500000089698,2.181810999998561,0.13172999999915191,0.305661999998847,0.00021100000049045775,0.014438000000154716,2.766848999999638,852,28
0.11271099999976286,2.1679800000001705,0.14700900000025285,0.3060480000003736,0.0002389999990555225,0.014452000001256238,2.748555000000124,852,28
0.8465799999994488,36.645730000000185,1.1325180000003456,1.6146129999997356,0.0013449999987642514,0.21490199999971082,40.45586600000024,2372,65
0.7870190000012371,36.659435999999914,1.156394999999975,1.6667300000008254,0.0013519999993150122,0.21996000000035565,40.49132400000053,2372,65
0.7929339999991498,36.38541699999951,1.1535409999996773,1.613445999999385,0.0014099999989412026,0.21372900000096706,40.16088900000068,2372,65
0.8649199999999837,36.62934699999823,1.1550409999999829,1.6112259999990783,0.0013180000005377224,0.21447900000021036,40.47675899999922,2372,65
0.7942979999988893,36.57525700000042,1.1619439999994938,1.6795679999995627,0.0013490000001183944,0.21497100000124192,40.42780400000083,2372,65
0.7401480000007723,34.4943889999995,0.7506109999994806,1.0621489999994083,0.0011180000001331791,0.14643299999988812,37.19534600000043,2218,72
0.723573999999644,34.426949999999124,0.7436259999994945,1.058234000000084,0.0011159999994561076,0.1454119999998511,37.09931999999935,2218,72
0.7500009999985195,34.40613800000028,0.7654309999998077,1.0599750000001222,0.00112500000068394,0.145249999999578,37.128317999999126,2218,72
0.7427399999996851,34.6249859999989,0.7451460000011139,1.0683540000009089,0.0011549999999260763,0.14624300000104995,37.32903299999998,2218,72
0.753182000000379,34.39544300000125,0.7431859999996959,1.067576999999801,0.0011570000006031478,0.14617199999884178,37.10712699999931,2218,72
0.2157919999990554,4.68605000000025,0.278320999999778,0.601888000001054,0.0003880000003846362,0.03602800000044226,5.81894900000043,1194,34
0.2410039999995206,4.715959000001021,0.2729720000006637,0.602258000000802,0.00039399999877787195,0.03658900000118592,5.869395000001532,1194,34
0.1869669999996404,4.719644999999218,0.27769899999839254,0.6014180000001943,0.00036899999940942507,0.03580999999940104,5.822078000001056,1194,34
0.1880670000009559,4.683520000000499,0.2625800000005256,0.6376949999994395,0.00044100000013713725,0.03638600000158476,5.808912000000419,1194,34
0.19314900000063062,4.679286000000502,0.259409999998752,0.6015669999997044,0.00037399999928311445,0.03584899999987101,5.769815000001472,1194,34
